;Item_ID;Item_title;co2e_kg;sustainability_score
7055;B09Y5MVWLL;Black Butterfly Premium Backpack for Women,Bohemia Style Daypack,Fashion,Light and Small (15-Red);3.9;0.707113
7056;B09YC9BBGZ;Amazon Essentials Men's Regular-Fit Short-Sleeve V-Neck T-Shirt, Pack of 2;13.5;0.505027
7057;B09YCSKDD8;Avoogue Womens Raincoat Waterproof Rain Jacket Lightweight Packable Hooded Rain Coat Outdoor Active Pocket Windbreaker;3.88;0.707875
7058;B09YDRXBNK;Fila Men's Memory Workshift-m Shoes;12.0;0.525367
7059;B09YMN7MVS;DailyShoes Women's Ankle Bootie High Lace up Military Combat Mid Calf Credit Card Knife Money Wallet Pocket Boots;11.7;0.529716
7060;B09YMQSST8;ESTALON Trifold Wallet for Men - Black Real Leather RFID Secured Front Pocket Billfold;2.1;0.792394
7061;B09YNVN5CB;Unisex Letterman School Baseball Collage Fleece Varsity Jacket;18.0;0.45468
7062;B09YQ11875;URBEST Men's Neon Workout Sleeveless Shirts Quick Dry Swim Beach Muscle Gym Running Athletic Tank Top;16.8;0.466832
7063;B09YTS71KQ;Artfish Women's Square Neck Long Sleeve Ribbed Slim Fitted Casual Basic Crop Top;18.2;0.452729
7064;B09YTVJKML;PRETTYGARDEN Women's Summer One Shoulder Long Formal Dresses Sleeveless Ruched Bodycon Wedding Guest Slit Maxi Dress;5.9;0.643356
7065;B09YVGVFN4;CHIC LADY Women's Front Zipper Chunky High Heel Ankle Boots;13.1;0.510237
7066;B09YY5LD3J;LM Women's Ballet Flats Round Toe Slip On Flats Shoes Casual Dress Shoes Foldable Portable Travel Ballet Flat;1.59;0.825875
7067;B09YZNL155;Hush Puppies Women's Mazin Cayto Ankle Boot;15.1;0.48553
7068;B09Z1NQKM1;Women's Plus Size Tops Summer Short Sleeve Crewneck Tunic Tops Casual Blouse Side Split Tunics Shirts;6.6;0.625357
7069;B09Z28NGPL;Fashion Women's High Waterproof Windproof Snowboard Colorful Printed Ski Jacket and Pants;27.2;0.381125
7070;B09Z2N1C3G;Ukodnus Best Friends Matching Heart Necklace Set for 2 BFF Necklaces Long Distance Friendship Jewelry Gifts for Women Girls;0.09;0.987088
7071;B09Z2VH132;Reitoye Womens Pointed Toe Wide Calf Ankle Booties Stiletto Heel Mid Calf Short Boots;6.7;0.622922
7072;B09Z38GLBW;Legendary Whitetails Men's Shotgun Western Flannel Shirt;15.3;0.48323
7073;B09Z38T2RS;ELY CATTLEMAN Men's Short Sleeve Plaid Western Shirt;10.9;0.541836
7074;B09Z62Q54Q;WateLves Water Shoes Mens Womens Beach Swim Shoes Quick-Dry Aqua Socks Pool Shoes for Surf Yoga Water Aerobics;2.5;0.769788
7075;B09Z7GXK1P;Ryka Women's Sky Walking Shoe;7.22;0.610749
7076;B09Z7N2YZQ;Reebok Men's Work N Cushion 4.0 Walking Shoe;22.4;0.41588
7077;B09ZB7R3LZ;YAMAZI Kids Sunglasses Polarized Sports Fishing Baseball Unbreakable Beach Sunglass for Boys Girls Toddler Child Age 3-10;0.26;0.960091
7078;B09ZGDB4DM;Tommy Hilfiger Men's Short Sleeve Moisture Wicking Stretch Polo Shirt with Quick Dry + Uv Protection;18.5;0.449841
7079;B09ZKBQBHX;Bruno Marc Men's House Slippers for Men Indoor Outdoor Memory Foam Slip-on Warm Fuzzy Non-slip Bedroom House Shoes;4.3;0.692496
7080;B09ZL5M8NG;WHSLILR Vintage Glass Jewelry Box Keepsake Box with Hinged Lid and Mirrored Bottom, Great for Storage Trinket/Jewelry/Card/Photo, Gold Decorative Box for Dresser-15612E;1.86;0.807404
7081;B09ZNXNYN2;YawYews Men's Muscle Polo Shirts Casual Short Sleeve Slim Fit T-Shirts Stretch Golf Workout Shirts;8.0;0.593863
7082;B09ZP4BMQV;Stlight Men's Hiking Cargo Shorts Quick Dry Lightweight Tactical Shorts with Multi Pocket for Camping Fishing Golf;11.7;0.529716
7083;B09ZV625YZ;adidas Unisex-Child Adissage Slides Sandal;1.13;0.862297
7084;B09ZVB8V2R;Women's Summer Tops Ruffle Sleeve V Neck Tunic Shirts Business Casual Flowy Blouses for Women;10.6;0.546592
7085;B09ZVDX4QK;GRAPENT Womens Shacket Jacket Oversized Plaid Flannel Button Down Shirt Jackets Long Sleeve Coats;8.4;0.585763
7086;B09ZVRTGF7;Fruit of the Loom Men's Premium Tag-Free Cotton Underwear (Regular & Big Man);1.81;0.810689
7087;B09ZY4H8NQ;LTYRR Wool Socks for Men 70% Merino Warm Thermal Boot Socks Breathable;2.59;0.765059
7088;B09ZYKP3LX;Arolina Women's Long Sleeve Button Cowl Neck Form Fitting Casual Loose Tunic Top Blouse Sweatshirt;8.0;0.593863
7089;B09ZZW5TYS;Gerber baby-boys Toddler 2-piece Terry Zip Hoodie & Joggers Set;11.5;0.532673
7090;B0B11JWC4Y;Athlefit Women's Braided Flat Sandals Square Open Toe Slip On Slides Woven Sandals;3.66;0.716468
7091;B0B11LH7NV;EUISVI Women's Summer Casual Drawstring Waist Sweat Shorts Athletic Running Gym Track Shorts with Pockets;16.0;0.475398
7092;B0B121YWPG;starmerx Boys Work Boots Kids Lace Up Ankle Boots Classic Combat Boots (Toddler/Little Kid/Big Kid);2.7;0.759437
7093;B0B13W82JT;Cozople 7-20T Boys Swim Trunks Boxer Brief Liner Swim Shorts Quick Dry Bathing Suit Compression Swimwear;1.6;0.825157
7094;B0B18B6FGH;Lock and Love Women's Removable Hooded Faux Leather Jacket Moto Biker Coat;17.2;0.462693
7095;B0B18H33HP;American Trends Tankini Swimsuit for Women Two Piece High Waisted Bathing Suit Tummy Control Swimwear Slimming Swim Suit;3.51;0.722562
7096;B0B1C99YPK;Tommy Hilfiger Men's Essential Short Sleeve Cotton Crewneck Pocket T-Shirt;7.2;0.611203
7097;B0B1CQWWRZ;LOMON Women's Long Sleeve Tops Casual Crewneck Lantern Sleeve T Shirts with Smocked Cuff;18.08;0.453897
7098;B0B1CXLVL3;PLNOTME Girls' Baggy Jeans High Rise Elastic Waist Straight Leg Washed Denim Pants;20.0;0.436037
7099;B0B1HNKTBJ;MISSJOY Women's Sleeveless V Neck Casual Cocktail Party Bodycon Slim Wrap Ruched Dress;7.99;0.59407
7100;B0B1J21699;"SEAJOJO Crossover Leggings for Women Buttery Soft Tummy Control Running Workout Yoga Pants 25""";11.6;0.531189
7101;B0B1MS57PG;DREAM PAIRS Women’s Arch Support Hiking Sandals Sport Outdoor Athletic Comfortable Summer Beach Water Sandals;6.1;0.638033
7102;B0B1P6X7GT;ARIAT Women's Terrain Waterproof 0;20.64;0.430445
7103;B0B1Q2PXHK;"Nomolen Women's Hiking Cargo Shorts Quick Dry Lightweight 7"" Athletic Golf Casual Summer Shorts with Zipper Pockets UPF 50+";13.93;0.499583
7104;B0B1Q3MVYY;IHAOIZ Women's Tiger Printed Tshirts Summer Short Sleeve Crewneck Graphic Tee Shirt Tops;29.5;0.36652
7105;B0B1SDJJJG;SHAMUNA Flat Brim Trucker Cap - Cool Snapback Vintage-Style Flat Bill Hat, One Size Fits Most Men;0.74;0.899968
7106;B0B1ZCKJWX;DREAM PAIRS Women's Chunky Closed Toe Low Block Heels Work Pumps Comfortable Round Toe Dress Wedding Shoes;7.5;0.60451
7107;B0B1ZKPFT7;FERBIA Women's Casual Blazer Jackets Button Down Work Suit Jacket Long Sleeve Open Front Cardigans Lapel Coat with Pockets;11.9;0.526806
7108;B0B23YWMWV;Columbia Women's Heavenly Long Hooded Jacket - Plus Size;15.6;0.479833
7109;B0B24NQN77;Carhartt mens Force Midweight Sock 3 Pack;6.25;0.634139
7110;B0B24WPWMT;Womens Slingback Pumps Bow Tie Closed Pointed Toe Kitten Heels Mules Slip On Wedding Dress Pumps Shoes;6.8;0.620519
7111;B0B26CCBH5;Vanity Fair Women's Beyond Comfort Hi Cut Panties;1.56;0.828045
7112;B0B28GDZ2D;Alex Vando Mens Polo Shirts Short Sleeve Regular Fit Fashion Designed Shirt;6.27;0.633626
7113;B0B28KD4SP;PrinStory Womens Nightgown Short Sleeves Sleepwear Soft Loose Sleepshirt Scoopneck Pleated Nightshirt Loungewear;5.3;0.660301
7114;B0B28MW39Z;Alivila.Y Fashion Womens Sexy Vintage 1920s Renaissance Lace Trim Corset Bustier;5.91;0.643086
7115;B0B2CT78W5;mm Women Muti Style Single braided and Transparent Strap High 4 inch Chunky Heeled Open Toe Sandals;5.57;0.652484
7116;B0B2D67JR4;Reitoye Cowboy Boots for Women Embroidery Western Cowgirl Knee High Chunky Heel Boots with Pull-Up Tabs;16.1;0.474305
7117;B0B2D7B95R;Womens Business Casual Blouses Work Tops Fashion 3/4 Sleeve Shirts;4.6;0.68224
7118;B0B2JYZPYQ;Womens Short Sleeve V Neck T Shirts Tops Summer Sexy Criss Cross T-Shirts Casual Loose Cotton Tees;3.23;0.734501
7119;B0B2JZH7N4;Hodaweisolp Men's Short Sleeve Zipper Casual Slim Fit Printed Golf Polo Shirt Tops;36.03;0.330384
7120;B0B2KBG6VZ;PORT AND COMPANY Long Sleeve Value Denim Shirt (SP10);13.25;0.508266
7121;B0B2KFW15K;Women's Cropped Racerback Tank Tops Running Workout Tops Active Yoga Tops;3.8;0.710954
7122;B0B2NT7P84;SAVKOOV Mens Lightweight Jacket Casual Bomber Jacket Varsity Coat;10.04;0.555808
7123;B0B2NZYZFQ;kelistom Gold Anklet Bracelets for Women Men 14K White Gold Plated Cuban Link Herringbone Paperclip Figaro Chain Ankle Bracelets for Women;1.57;0.827319
7124;B0B2R473W2;WOLFANT Full Grain Leather Casual Belt for Jeans,100% Italian Real Solid Leather Workwear Belt;5.2;0.663281
7125;B0B2SF79P2;"POKARLA 4.5"" Inseam Womens Cotton Boxer Briefs Underwear Boy Shorts Panties 4 Pack(Regular & Plus Size)";7.1;0.613489
7126;B0B2VX5PWM;Quarter Zip Golf Pullover Men Slim Fit Performance Wicking Raglan Long Sleeve Mock Neck Sweatshirts;24.5;0.399872
7127;B0B2W4SBJC;Tegmk Girls Tank Ballet Leotards with Skirt Toddler Dance Dress,Cute Butterfly Hollow Back;6.6;0.625357
7128;B0B2WHN4FV;"""STUNNING FLAME"" 18K Gold Plated Silver Brilliant Cut Simulated Diamond Cubic Zirconia Stud Earrings";3.5;0.722976
7129;B0B314Y785;Geifa Sweatshirts for Women Crewneck Puff Sleeve Tunic Tops Lightweight Sweaters;7.0;0.615803
7130;B0B38J7J57;BTFBM Women Sweater Bodycon Short Dress Long Sleeve Crew Neck Slim Fit Solid Dressy Fall Winter Mini Ribbed Knit Dresses;7.76;0.598898
7131;B0B38PWYBX;Astylish Womens Lace V Neck Tunic Tank Tops Casual Sleeveless Shirt Blouse;4.6;0.68224
7132;B0B38QZBPT;COOFANDY Men Stand Collar Sweater Knit Henley Long Sleeve Quarter Button Pullover;23.1;0.41039
7133;B0B38R7YYR;Guayonng Womens Pointed Toe Kitten Heels Pumps Cut Out Ankle Strap Rhinestone Zipper Low Heel Ladies Wedding Party Dress Shoes;18.2;0.452729
7134;B0B3D64KL1;FISACE Girls Oversized Turtleneck Pullover Sweaters Kids Long Sleeve Chunky Knit Jumper;4.37;0.690052
7135;B0B3D7DLQV;FMIRREO Cotton Nightgown for Women Short Sleeve Loungewear Casual Sleepwear Lightweight Nightdress Comfy Soft Sleepdress;20.7;0.429929
7136;B0B3DLJ75C;TIDEWE Rubber Boots for Women, Lace Up Rain Boots with Steel Shank, Waterproof Mid calf Hunting Boots with Fleece Lining, Anti-slip Neoprene Insulated Rubber Boots for Lawn Farming Gardening (Green, Black Plaid & Next Camo G2, Size 5-11);9.4;0.566932
7137;B0B3HYR6ZX;TEFITI 3D Face Sun Mask, Neck Gaiter, Magic Scarf, Balaclava, Sun Protection Face Shield for Men & Women;0.28;0.957157
7138;B0B3M2FTRW;BAMBOO COOL Men’s Underwear Boxer Briefs Soft Comfortable Bamboo Viscose Underwear Boxer Briefs for Men;1.7;0.818127
7139;B0B3MFS2WK;PRETTYGARDEN Women's Sexy One Shoulder Long Sleeve Velvet Dress Ruched Bodycon Drawstring Split Maxi Dresses;13.2;0.508921
7140;B0B3MG7LHT;EVALESS Oversized Sweaters for Women Sexy Deep V Neck Long Sleeve Cable Knit Sweater Loose Jumper Tunic Pullover Tops;3.9;0.707113
7141;B0B3MGZYJ1;Asvivid Women's Batwing Sleeve Side Split Hooded Pullover Sweater Casual Oversized Winter Drawstring Knit Jumper Tops;12.2;0.522523
7142;B0B3R1TLT6;Fettero Gold Snake Chain Necklace – Dainty 14K Gold Plated Copper Jewelry for Women & Men with Lobster Clasp;0.41;0.93914
7143;B0B3R95LV6;BayQ Heels for Women Open Toe 3 Inch Stiletto Heeled Sandals Womens Ankle Strap Low Heel Sandals Wedding Party Office Work Heels;7.2;0.611203
7144;B0B3RLW2L4;SHEWIN Womens Crochet Cardigan Sweater Open Front Striped Color Block Long Sleeve Outerwear;23.81;0.404981
7145;B0B3RRWSLG;Myjoyday Women's Fascinators, Feathers Tea Party Hat, Veil Headband with Hair Clip for Cocktail Church;0.65;0.909861
7146;B0B3T6TW2J;Womens Ankle Boots Stacked Chunky Heel Slip On Side Zipper Pointed Toe Faux Leather Rubber Sole Dress Chelsea Boots;10.1;0.554799
7147;B0B3T73L79;Curve Muse Women's Light Lift Add 1 Cup Push Up Underwire Convertible Tshirt Bra;3.52;0.72215
7148;B0B3THJ7SM;Rilista Women's Knee High Boots Low Heel Riding Boots Block Flat Calf Boot Shoes;5.4;0.657368
7149;B0B3WXTKYC;PRETTYGARDEN Women's 2023 Spring 2 Piece Tracksuit Winter Long Sleeve Turtleneck Ribbed Top And Midi Skirt Dress Sets;3.5;0.722976
7150;B0B3WYRY55;TINSTREE Women's 3/4 Sleeve Blouses Casual V Neck Dress Shirts Double Layers Floral Mesh Tunics Tops;13.3;0.507614
7151;B0B3WZBKT6;R.YIposha Women Vintage Elastic Square Neck Ruffled Half Sleeve Summer Backless Beach Flowy Maxi Dresses;8.3;0.587755
7152;B0B3X8GPWC;TINSTREE Women's Embroidered Cowboy Boots Western Cowgirl Booties Ladies Point Toe Knee High Boots;12.0;0.525367
7153;B0B3X9ZGJR;FOR.AMIMI Men's Graphic Tees 100% Natural Cotton - Regular Fit Heart Art T-Shirt S-4xl;12.7;0.515598
7154;B0B3ZMWG61;NINE WEST Women's Plush Clog Slippers for Women with Memory Foam;3.9;0.707113
7155;B0B41MVKC1;Landau Women's Standard 8320;14.61;0.491287
7156;B0B42LQ6JS;Jupiter Natural Gemstone Marquise Ring - 925 Sterling Silver Rhodium Plated Genuine Gemstone Women Ring, Glamour Natural Gemstone Birthstone Rings Jewelry Gifts for Valentine's Day, Mother's Day, Birthday Jewelry Gifts;2.03;0.796648
7157;B0B42NJTCC;Chang Yun Jackets For Women Military Safari Utility Anorak Zip Up Snap Buttons Lightweight Drawstring Coat with Pockets;16.7;0.467881
7158;B0B42ZQPX4;Women's High Neck Crop Top Sleeveless Racer Back Basic Workout Tank Tops Shirt;6.17;0.636206
7159;B0B45V81H5;Fixseed Womens No Show Socks 5 Pairs Invisible Cute Socks Womens Low Cut Socks Hidden Non Slip Socks Breathable Thin Socks;1.95;0.801632
7160;B0B46PSG8W;Sunglasses Men Polarized Sunglasses for Mens and Womens, Unisex Sun Glasses for Driving UV Protection Multi Pack Options;1.1;0.864939
7161;B0B48WGC57;Diravo 7 Pack Womens High Waisted Leggings Soft Athletic Tummy Control Pants for Running Workout Pants;48.05;0.278021
7162;B0B49HPX34;Saodimallsu Womens Oversized Blazers Casual Long Sleeve Open Front Button Lapel Work Office Blazer Jackets with Pockets;33.4;0.344107
7163;B0B4BQCX95;U.S. National Parks Baseball Cap Low Profile Dad Hat for Men Women;0.84;0.889559
7164;B0B4JQNZWN;Itslife Womens Wallet RFID Blocking Large Capacity Luxury Wax Genuine Leather Wallets Clutch Wallet Ladies Card holder, Coffee;3.39;0.727586
7165;B0B4JRHPRZ;ODODOS Men's Classic Fit Long and Short Sleeve T-Shirts UPF 50+ Sun Protection SPF Athletic Tee Hiking Fishing Workout Tops;6.5;0.627824
7166;B0B4JYC4C3;Avoogue Womens Casual Lightweight Jacket Outdoor Rain Jackets Waterproof Hooded Raincoat Packable Windbreaker Jacket;5.8;0.646075
7167;B0B4NMTY5Q;Derbars Men's Cotton Plaid Shirts Jacket Fleece Lined Flannel Shirts Sherpa Button Down Jackets with Hood for Men;35.4;0.33358
7168;B0B4NY85PM;Coutgo Women's Mid Calf Slouchy Boots Suede High Heel Zip Stacked Chunky Block Round Toe Booties;9.18;0.570915
7169;B0B4PMTLMD;Good Luck Sock Women's Occupation Socks, Adult;2.3;0.780748
7170;B0B4R339F8;Alternative All Gender Adult's Rocky Eco-Fleece Zip Hoodie;13.8;0.501212
7171;B0B4RX3HL2;GRACE KARIN Women's Office Bow Tie Blouse Puff Sleeve Peplum Dressy Shirt Smocked Waist;17.5;0.459647
7172;B0B4TDRR22;Gioberti Men's Waterproof Rain Jacket;16.7;0.467881
7173;B0B4TY5R5V;JMIERR Mens Flannel Plaid Hoodie Shirts Jacket Casual Button Down Long Sleeve Lightweight Shirt;28.2;0.374634
7174;B0B4V8Y8YD;Hawkwell Unisex-Child Athletic Lace Up Boys Girls Indoor Trainer Soccer Shoe (Toddler/Little Kid/Big Kid);3.4;0.727162
7175;B0B4W4ZQR6;URBEST Women's Outdoor Snow Ski Pants Waterproof Winter Fleece Lined Hiking Snowboard Insulated Softshell Pants;10.0;0.556484
7176;B0B4WP4H23;DAVID ARCHY Men's Micro Modal Underwear Cotton Blend Breathable Soft Luxury Comfort Boxer Briefs in 3 Pack;4.2;0.696045
7177;B0B4ZDMJS3;LILLUSORY Womens Turtleneck Oversized Tunic Long Batwing Sleeve Spilt Hem Pullover Knit Sweater Tops;5.8;0.646075
7178;B0B4ZNVPY8;EFAN 2023 Trendy Oversized Turtleneck Sweater for Women Batwing Long Sleeve Knitted Cozy Pullover Sweaters;11.0;0.540277
7179;B0B52L7TRR;Eastland Women's Patricia Loafer;11.6;0.531189
7180;B0B53MMXT4;Hanna Nikole Womens Plus Size Plaids Button Down Shirt Dresses Asymmetric Hem Long Sleeve Casual Dress;30.14;0.362652
7181;B0B547VF9D;Arctix Men's Mountain Premium Snowboard Cargo Pants;22.4;0.41588
7182;B0B54R71FG;KONY Women's Girls Cute Animal Designed Funny Novelty Crew Socks, Cat Dog Owl Panda Pattern Gift Ideas Size 6-9;0.63;0.912132
7183;B0B55SF6PV;Yekaty Girls Shirts Casual Solid Color Crewneck Blouses Soft Long Sleeve Swiss Dots Chiffon Tops;1.73;0.816069
7184;B0B57TSPBC;TheMogan Side Slit High Waist Stretch Ponte Knit Mid Calf Long Pencil Skirt;8.7;0.579911
7185;B0B58WTVY3;Daily Ritual Women's Supersoft Terry Short-Sleeve Shirt with Shirttail Hem;5.0;0.669389
7186;B0B5B1N89J;Columbia Men's Steens Mountain Half Snap;21.0;0.427372
7187;B0B5DYCXDF;FANALA Women and Men slippers Unisex Pillow Slides Slippers gym spa Shower shoes Indoor&Outdoor Sandals;1.1;0.864939
7188;B0B5HN36SB;Ekouaer Matching Christmas Family Pajamas Sets, Matching Pajamas for Xmas, Santa Elf Reindeer Print Loungewear;9.6;0.563384
7189;B0B5JSCF1R;COSOMALL Women’s Seamless Underwear Invisible Hipster Cheeky Bikini Half Back Coverage Panties;0.39;0.941801
7190;B0B5KTYXYH;Naggoo Women's Twist Front Tunic Tops Long Sleeve Crew Neck Casual Loose Dressy Shirts Blouses;18.2;0.452729
7191;B0B5L1G7Q7;MOLERANI Women's Casual Puff Long Sleeve Tops V Neck T-Shirts Loose Comfy Tunic Smocked Cuffs Blouse;6.15;0.636726
7192;B0B5MMFGSW;Wabolay Santa Claus Costume for Men Santa Suit Adults 11PCS Professional Deluxe Red Velvet Christmas Clause Outfit Cosplay;23.1;0.41039
7193;B0B5MZYYM3;Puffer Jacket Womens Casual Long Sleeve Bomber Jacket Full Zip Padded Winter Coat;13.3;0.507614
7194;B0B5NWB5S9;New Balance Mens Accelerate 5 Inch Short Classic;5.3;0.660301
7195;B0B5PC42JM;TGOLM 14k Gold Plated Zodiac Sign with Tarot Card Pendant Necklace Birthday Gift for Women;0.37;0.9445
7196;B0B5R4Q79B;LEANI Womens Puff Long Sleeve Sweater Dress Mock Neck Bodycon Knit Mini Dress;8.38;0.58616
7197;B0B5R4ZQNM;A ROW Knit Cardigan for Women Lightweight Long Sleeve Cardigan Sweaters Knit Jacket Coat for Spring Summer;17.45;0.460151
7198;B0B5SYMRJ4;18-32 Pairs Tassel Earrings Set with Colorful Tassel Long Layered Dangle Hoop Tiered Thread Earrings Set for Women Girls Jewelry Fashion and Valentine Birthday Party Gift…;1.1;0.864939
7199;B0B5VRR1F3;Arctix Infant/Toddler Chest High Snow Bib Overalls;9.2;0.570549
7200;B0B619XSFW;UNTYHOTS Women's Mock Turtleneck V Neck Long Sleeves Bodysuit Basic Ribbed Shirts Top;4.75;0.677317
7201;B0B629D8JM;Dockers Men's Ultimate Straight Fit Supreme Flex Shorts (Standard and Big & Tall);13.8;0.501212
7202;B0B62LGQZY;4pcs Bag Scarves Fashion Handbag Handle Ribbon Scarf Neckerchief Scarf Package Band Hair Head Decoration (Brown-letter);0.35;0.94724
7203;B0B63BK94J;ROSRISS Plus-Size-Tops for Women Long Sleeve Casual Tunics V Neck Pockets Shirts;20.1;0.435152
7204;B0B63BTYV4;Womens Block Heel Pumps Size Large Chain Faux Suede Closed Square Toe Slip On Comfort Dressy Shoes (Please Order a Size Smaller);5.09;0.666616
7205;B0B63X3HBC;SHENHE Women's 3 Piece Casual Long Sleeve Crop Tops Notched Neck Ribbed Tee Shirts;26.0;0.389225
7206;B0B64QGKPK;Crocs Unisex-Adult Classic Tie Dye Lined Clogs | Fuzzy Slippers;2.94;0.74773
7207;B0B684VL4R;Ukaste Women's Longline Padded Sports Bras Medium Support Wokout Yoga Crop Bra Tops;2.73;0.757933
7208;B0B68J3LF2;LecGee Men's Rose Floral Printed Shirt Luxury Long Sleeve Dress Shirts Prom Wedding Party Casual Button-Down Shirts;41.1;0.306482
7209;B0B6DVF9NM;JULGIRL Womens Cute Frog Sweatshirt Kawaii Cartoon Graphic Hoodie Preppy Cotton Pullover Sweater for Girls Aesthetic Clothes;14.9;0.487858
7210;B0B6FQDGFX;Sailwind Men's Waffle Knit Short Sleeve Casual Polo Shirts;14.7;0.490216
7211;B0B6FR6FT9;Coutgo Women's Pointed Toe High Heel Ankle Boots Patent Faux Leather Suede Splicing Slip On Fashion Booties;12.8;0.514243
7212;B0B6FXX7Q3;Arctix Men's Essential Insulated Bib Overalls;39.0;0.316013
7213;B0B6HNX96D;hebelala Men's Polyester T Shirts Undershirt Loose Fit Crew Neck Soft Stretch Summer Plain Tees Lightweight Tshirt;20.1;0.435152
7214;B0B6LM9FG9;prAna Men's Brion Pant;68.1;0.214184
7215;B0B6LP6P6Z;Columbia Men's Silver Ridge Cargo Pant;12.8;0.514243
7216;B0B6NMHKL6;Women's Casual Zip Jacket Sweatshirt Long Sleeve Drawstring Fashion Hoodie & Sweatshirt Tops;65.94;0.220099
7217;B0B6P3B4BC;Tapata Womens Button Down Shirts Classic Fit Long Sleeve Blouses Stretch Tops for Work Business Casual Dressy;19.46;0.44089
7218;B0B6PCPFG9;HomRain Women's Elegant Bell Sleeve Cocktail Party Dresses for Wedding Guest Fit and Flare Church Midi Evening Dress;46.4;0.284395
7219;B0B6QVQB5M;QBK Womens Linen Pants High Waisted Wide Leg Drawstring Casual Loose Trousers with Pockets;10.9;0.541836
7220;B0B6SNSVCT;Columbia Women's Fire Side Ii Sherpa Fz;6.2;0.635428
7221;B0B6W4MCHR;Diukia Womens Casual Button Neck Long Sleeve Hoodie Pullover Top Solid Color Drawstring Hooded Sweatshirt;13.9;0.499958
7222;B0B6WBXR1H;GRAPENT Womens Flare Jeans High Waisted Wide Leg Baggy Jean for Women Stretch Denim Pants;27.5;0.379154
7223;B0B6ZGMKVV;STMAHER Women Men Cozy Fluffy Memory Foam Slippers Plush Fleece Lined House Slippers for Indoor Outdoor;3.79;0.711343
7224;B0B6ZQFXBK;ZCDODF Womens Wrap V Neck Long Sleeve Velvet Ruched Cocktail Party Formal Dress;5.36;0.658535
7225;B0B6ZTM744;Semwiss Women's Ballet Flats Comfortable Casual Dressy Shoes,Work Flats Office Shoes Pointed Toe Leopard Flats.;6.45;0.62907
7226;B0B742Z516;ACH Christmas Suit for Men Party Costume Adult in Different Prints 3PCS Ugly Funny Men’s Jacket Outfit Cosplay with Tie Pants;16.4;0.471066
7227;B0B74WNFD8;EliteLand Men's Snow Boots,Men Insulated Waterproof Shoes,Warm Fur Line Bootie,Non-Slip Outdoor Boot for Winter;16.0;0.475398
7228;B0B74ZW64B;Men's Casual Oxford Sneaker Shoe Genuine Leather Fashion Design Low Top Walking Shoes for Men;13.0;0.511563
7229;B0B767S8Y8;UTIKLIOU Slipper Socks for Women Fuzzy House Slippers Cozy Booties Slippers for Women Slipper Socks with Soles Non Slip;3.0;0.744915
7230;B0B77BZ3CP;IRELIA Winter Boys Girls Fleeced Lined Skiing Pants Hiking Trousers;7.0;0.615803
7231;B0B77DW3TH;Dickies Men's Tough Max Duck Carpenter Pant;65.2;0.22217
7232;B0B77KQT2R;KUTAPU Workout Leggings for Women High Waisted Leggings 7/8 Length Soft Yoga Pants with Pockets;17.9;0.455663
7233;B0B78HDLRJ;Hanes Mens Beefy Short Sleeve Tee Value Pack (2-Pack) (Availble in Tall);15.93;0.476166
7234;B0B78LMG6H;Crocs Men's Yukon Vista Clog;4.41;0.68867
7235;B0B7B9Q6V9;LAKIGE Kids Shark Cloud Slides | Toddler Boys Girls Shower Slippers | Baby Cute Cartoon Fish Clogs | Beach Pool Home Sandals | Quick Dry Non-Slip;1.3;0.847994
7236;B0B7CWG7MT;ouumeis Mens Chukka Boots - Military Motorcycle Combat Boots for Men - Hiking Waterproof Ankle Boots for Men - Work Lace Up Fashion Casual Classic Boots for Men;21.7;0.421537
7237;B0B7D4PN1X;For G and PL Women Christmas Reindeer Plaid Long Sleeve Tunic with Pocket;3.05;0.742601
7238;B0B7DY4TCV;Oversized Cable Knit Sweater Chunky Turtleneck Sweater Cozy Baggy Sweater Casual Loose Jumper Tops;25.5;0.392707
7239;B0B7HYJ6B3;ALLBASE Womens Seamless Underwear Invisibles Bikini Panties No Show Low Rise Breathable Hipster Underpants Pack of 6;3.08;0.741226
7240;B0B7NSJYP1;Pink Queen Women's Casual Long Sleeve Slim Ruched Tunic Tshirt Dress to Wear with Leggings;25.11;0.395468
7241;B0B7PVVRZQ;Vera Bradley Women's Cotton Glenna Satchel Purse;2.85;0.752035
7242;B0B7R5M2L4;LuckyAmor Fidget Ring Women for Anxiety Ring：Personalized Inspirational Mantra Stainless Steel Silver Spinning Ring for Men Women Friend Encouragement Gift size 6 7 8 9 10;0.47;0.931377
7243;B0B7X7BY9X;Leereya Womens Dressy Casual Blouses Long Sleeve V Neck Lace Patchwork Casual Basic Chiffon Business Tops Shirts;5.44;0.656207
7244;B0B81W4GL8;WEESO Womens Sweaters Long Sleeve Color Block Casual Round Neck Tunic Tops;14.55;0.492004
7245;B0B81XYYGB;La Chilly Women Oversized Hoodies Casual Long Pullover Sweatshirt High Split Hem Fleece Hoodie with Kangaroo Pocket;29.6;0.365911
7246;B0B824912P;JACK SMITH Women's Windproof Vest Softshell Sleeveless Fleece Jacket with Zipper Pockets;20.8;0.429073
7247;B0B82966CS;Gold Layered Initial Necklaces for Women, 14K Real Gold Plated Paperclip Chain Necklace Coin Initial Necklaces Gold Choker Necklaces for Women Letter Necklaces Gold Jewelry for Women Teen Girls;0.342;0.948347
